    59.05927        59.05259    
    61.06514        61.06514        61.05897        61.05336     
    61.04826        61.04366        61.03953        61.03588     
    61.03267        61.02991        61.02758        61.02566     
    61.02416        61.02305        61.02234        61.02201     
    61.02207        61.02249        61.02328        61.02444     
    61.02596        61.02783        61.03005        61.03263     
    61.03555        61.03882        61.04244        61.04640     
    61.05071        61.05536        61.06036        61.06570     
    61.07138        61.07740        61.08377        61.09049     
    61.09755        61.10495        61.11270        61.12078     
    61.12922        61.13798        61.14709        61.15653     
    61.16631        61.17641        61.18685        61.19760     
    61.20868        61.22007        61.23177        61.24376     
    61.25606        61.26864        61.28150        61.29462     
    61.30801        61.32163        61.33548        61.34955     
    61.36382        61.37828        61.39292        61.40770     
    61.42261        61.43762        61.45271        61.46783     
    61.48296        61.49806        61.51308        61.45996     
    61.40675        61.35359        61.30062        61.24798     
    61.19579        61.14417        61.09323        61.04308     
    60.99381        60.94551        60.89827        60.85215     
    60.80721        60.76349        60.72103        60.67985     
    60.63997        60.60139        60.56412        60.52814     
    60.49344        60.46000        60.42780        60.39682     
    60.36701        60.33836        60.31082        60.28436     
    60.25893        60.23452        60.21107        60.18854     
    60.16691        60.14613        60.12616        60.10697     
    60.08853        60.07080        60.05374        60.03733     
    60.02154        60.00632        59.99167        59.97754     
    59.96391        59.95076        59.93806        59.92579     
    59.91393        59.90245        59.89133        59.88056     
    59.87012        59.85999        59.85015        59.84058     
    59.83128        59.82223        59.81341        59.80481     
    59.79642        59.78823        59.78022        59.77239     
    59.76472        59.75721        59.74984        59.74261     
    59.73551        59.72853        59.72166        59.71490     
    59.70824        59.70168        59.69520        59.68880     
    59.68248        59.67623        59.67005        59.66393     
    59.65786        59.65185        59.64589        59.63997     
    59.63410        59.62826        59.62246        59.61669     
    59.61095        59.60523        59.59954        59.59387     
    59.58822        59.58258        59.57696        59.57135     
    59.56575        59.56017        59.55458        59.54901     
    59.54344        59.53787        59.53230        59.52673     
    59.52117        59.51559        59.51002        59.50444     
    59.49886        59.49327        59.48767        59.48207     
    59.47646        59.47084        59.46520        59.45956     
    59.45391        59.44824        59.44257        59.43688     
    59.43118        59.42546        59.41973        59.41399     
    59.40823        59.40246        59.39667        59.39087     
    59.38505        59.37922        59.37336        59.36750     
    59.36161        59.35572        59.34980        59.34387     
    59.33792        59.33195        59.32597        59.31997     
    59.31395        59.30791        59.30186        59.29579     
    59.28970        59.28360        59.27748        59.27134     
    59.26518        59.25900        59.25281        59.24660     
    59.24038        59.23413        59.22787        59.22159     
    59.21529        59.20898        59.20265        59.19630     
    59.18994        59.18356        59.17716        59.17075     
    59.16431        59.15787        59.15140        59.14492     
    59.13843        59.13191        59.12539        59.11884     
    59.11228        59.10571        59.09912        59.09251     
    59.08589        59.07925        59.07261        59.06594     
    59.05927        59.05259    
    60.29020        60.29020        60.28410        60.27851     
    60.27343        60.26884        60.26472        60.26108     
    60.25788        60.25512        60.25279        60.25088     
    60.24937        60.24827        60.24756        60.24723     
    60.24728        60.24770        60.24849        60.24964     
    60.25115        60.25302        60.25524        60.25780     
    60.26072        60.26398        60.26759        60.27155     
    60.27584        60.28049        60.28547        60.29080     
    60.29647        60.30249        60.30885        60.31555     
    60.32260        60.32999        60.33772        60.34580     
    60.35422        60.36297        60.37207        60.38150     
    60.39127        60.40137        60.41180        60.42255     
    60.43363        60.44502        60.45672        60.46873     
    60.48104        60.49363        60.50652        60.51966     
    60.53308        60.54673        60.56063        60.57475     
    60.58907        60.60359        60.61828        60.63314     
    60.64812        60.66321        60.67838        60.69358     
    60.70879        60.72397        60.73907        60.68573     
    60.63230        60.57893        60.52575        60.47290     
    60.42052        60.36872        60.31762        60.26732     
    60.21792        60.16951        60.12217        60.07598     
    60.03098        59.98722        59.94473        59.90353     
    59.86366        59.82508        59.78783        59.75188     
    59.71722        59.68382        59.65167        59.62074     
    59.59099        59.56239        59.53491        59.50851     
    59.48315        59.45880        59.43541        59.41295     
    59.39137        59.37065        59.35074        59.33161     
    59.31322        59.29554        59.27854        59.26218     
    59.24643        59.23126        59.21664        59.20256     
    59.18897        59.17586        59.16319        59.15096     
    59.13912        59.12767        59.11659        59.10585     
    59.09543        59.08532        59.07550        59.06597     
    59.05669        59.04765        59.03885        59.03027     
    59.02190        59.01372        59.00573        58.99791     
    58.99026        58.98276        58.97540        58.96819     
    58.96109        58.95412        58.94727        58.94052     
